text,label,domain,timestamp
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 05:17:42.595599
[REF-4329] The overpriced dropped call in my area is causing frequent dropped calls....,negative,telecom,2025-08-12 01:04:54.760805
I need to speak with customer service about a frustrating charge.,neutral,telecom,2025-08-11 15:14:06.926012
[REF-8886] I need to speak with customer service about a frustrating charge....,neutral,telecom,2025-08-12 01:28:19.091218
The frustrating data plan in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 06:46:31.256425
My mobile outage was suddenly throttled without any warning.,neutral,telecom,2025-08-12 05:57:43.421631
I need to speak with customer service about a overpriced charge.,neutral,telecom,2025-08-12 06:56:55.586838
My mobile customer service was suddenly restarted without any warning.,neutral,telecom,2025-08-13 02:15:07.752044
[REF-4119] The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 23:51:19.917251
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 12:14:32.082457
The frustrating dropped call in my area is caus umm ing frequent dropped calls.,negative,telecom,2025-08-12 17:57:44.247664
I was upgraded an incorrect amount on my recent customer service.,positive,telecom,2025-08-13 02:02:56.412871
I NEED TO SPEAK WITH BILLING ABOUT A HELPFUL CHARGE.,positive,telecom,2025-08-13 09:36:08.578077
My mobile network was suddenly activated without any warning.,positive,telecom,2025-08-13 10:13:20.743284
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-13 11:27:32.908490
My mobile roaming was suddenly upgraded without any warning.,positive,telecom,2025-08-14 01:01:45.073697
My mobile signal was suddenly disconnected without any warning.,neutral,telecom,2025-08-13 11:00:57.238903
The overpriced dropped call in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-08-14 03:36:09.404110
The frustrating data plan in my area is causing frequent dropped calls.,negative,telecom,2025-08-13 15:55:21.569316
My mobile dropped call was suddenly throttled without any warning.,neutral,telecom,2025-08-13 15:58:33.734523
The overpriced outage in my area is causing frequent dropped calls....,negative,telecom,2025-08-14 05:28:45.899729
I was restarted an incorrect amount on my recent data plan.,positive,telecom,2025-08-13 21:32:58.064936
My mobile dropped call was suddenly escalated without any warning.,neutral,telecom,2025-08-14 02:13:10.230142
I need to speak with customer service about a poor charge.,neutral,telecom,2025-08-14 04:45:22.395349
The unstable SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-14 03:48:34.560555
The poor SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-14 07:12:46.725762
Can you check if there is a service SIM card in my location?... (ticket:578360),neutral,telecom,2025-08-14 10:25:58.890968
The overpriced customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-14 17:28:11.056175
I need to speak with customer service about a poor charge.,neutral,telecom,2025-08-14 21:37:23.221381
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-14 17:48:35.386588
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-15 01:49:47.551794
CAN YOU CHECK IF THERE IS A SERVICE SIM CARD IN MY LOCATION?,positive,telecom,2025-08-15 16:42:59.717001
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-15 02:35:11.882207
I NEED TO SPEAK WITH NETWORK ABOUT A UNLIMITED CHARGE.,positive,telecom,2025-08-15 23:00:24.047414
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-15 16:05:36.212620
[REF-5792] THE UNSTABLE NETWORK IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-16 05:57:48.377827
My mobile data plan was suddenly disconnected without any warning.,neutral,telecom,2025-08-15 21:36:00.543033
[REF-8566] MY INVOICE HAS BEEN POOR FOR THE PAST FEW HOURS.!!!,neutral,telecom,2025-08-15 17:59:12.708240
The intermittent coverage in my area is causing frequent dropped calls.,neutral,telecom,2025-08-15 19:54:24.873446
The poor SIM card in my area is causing frequent dr like opped calls....,negative,telecom,2025-08-16 17:27:37.038653
My outage has been overpriced for the past few hours.,neutral,telecom,2025-08-16 01:18:49.203859
The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-16 16:45:01.369066
I need to speak with roaming about a excellent charge.,positive,telecom,2025-08-16 07:51:13.534272
Can you check if there is a service coverage in my location? ?!?,positive,telecom,2025-08-16 12:38:25.699479
My mobile billing was suddenly upgraded without any warning.,positive,telecom,2025-08-16 22:45:37.864685
Can you check if there is a service invoice in my location? ?!?,neutral,telecom,2025-08-17 02:48:50.029892
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-16 13:51:02.195098
The poor data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-16 20:52:14.360305
I was reported an incorrect amount on my recent signal.,neutral,telecom,2025-08-17 17:11:26.525511
I need to speak with outage about a intermittent charge.,neutral,telecom,2025-08-16 23:42:38.690718
The frustrating network in my area is causing frequent dropped calls.,negative,telecom,2025-08-17 10:14:50.855924
The unstable billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-17 09:33:03.021131
I was charged an incorrect amount on my recent data plan.,positive,telecom,2025-08-18 00:08:15.186337
The frustrating customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-17 23:33:27.351544
I was resolved an incorrect amount on my recent coverage.,positive,telecom,2025-08-17 21:09:39.516750
Can you check if there is a service signal in my location?,positive,telecom,2025-08-18 02:10:51.681957
I was escalated an incorrect amount on my recent dropped call.,neutral,telecom,2025-08-18 06:52:03.847163
The unstable network in my area is causing frequent dropped calls. (ticket:307161),negative,telecom,2025-08-17 22:36:16.012370
My data plan has been unlimited for the past few hours.,positive,telecom,2025-08-18 16:07:28.177576
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-18 09:50:40.342783
THE FRUSTRATING CUSTOMER SERVICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-19 02:13:52.507989
I need to speak with SIM card about a excellent charge.,positive,telecom,2025-08-18 06:55:04.673196
I need to speak with signal about a excellent charge.,positive,telecom,2025-08-19 03:59:16.838402
Can you check if there is a service outage in my location?,neutral,telecom,2025-08-19 06:28:29.003609
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-19 13:23:41.168815
I need to speak with network about a unlimited charge.,positive,telecom,2025-08-18 22:16:53.334022
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-18 23:10:05.499228
Can you check if there is a service SIM card in my location?,positive,telecom,2025-08-19 06:29:17.664435
The overpriced billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-19 23:28:29.829641
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-19 08:04:41.994848
Can you check if there is a service data plan in my location?,neutral,telecom,2025-08-19 14:35:54.160054
Can you check if there is a service SIM card in my location?,positive,telecom,2025-08-19 12:00:06.325261
I was restarted an incorrect amount on my recent signal. ?!?,positive,telecom,2025-08-19 19:46:18.490468
Can you check if there is a service data plan in my location?,positive,telecom,2025-08-19 22:02:30.655674
I need to speak with billing about a unlimited charge. ?!?,positive,telecom,2025-08-20 00:10:42.820881
Can you check if there is a service customer service in my location?,neutral,telecom,2025-08-20 13:44:54.986087
I was escalated an incorrect amount on my recent coverage.,positive,telecom,2025-08-20 17:14:07.151294
Can you check if there is a service data plan in my location?,positive,telecom,2025-08-20 04:50:19.316500
Can you check if there is a service data plan in my location?,positive,telecom,2025-08-20 08:36:31.481707
The overpriced SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-20 19:19:43.646913
My billing has been helpful for the past few hours.,positive,telecom,2025-08-20 14:45:55.812120
Can you check if there is a service coverage in my location?,positive,telecom,2025-08-20 20:48:07.977326
[REF-1555] I need to speak with roaming about a overpriced charge.,neutral,telecom,2025-08-20 17:45:20.142533
[REF-2213] My outage has been poor for the past few hours....,neutral,telecom,2025-08-21 13:45:32.307739
My coverage has been excellent for the past few hours.,positive,telecom,2025-08-21 14:48:44.472946
My mobile coverage was suddenly escalated without any warning.,positive,telecom,2025-08-21 20:16:56.638152
Can you check if there is a service network in my location?,positive,telecom,2025-08-22 00:09:08.803359
I need to speak with billing about a helpful charge.,positive,telecom,2025-08-21 11:52:20.968565
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-21 22:02:33.133772
I need to speak with signal about a unstable charge.,neutral,telecom,2025-08-21 17:24:45.298978
I was resolved an incorrect amount on my recent data plan.,positive,telecom,2025-08-21 13:55:57.464185
My mobile billing was suddenly escalated without any warning.,positive,telecom,2025-08-22 02:00:09.629391
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 12:22:21.794598
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 19:36:33.959804
Can you check if there is a service invoice in my location?,neutral,telecom,2025-08-22 09:14:46.125011
The poor outage in my area is causing frequent dropped calls....,negative,telecom,2025-08-22 02:28:58.290217
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 18:30:10.455424
[REF-6393] The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 15:34:22.620630
My mobile dropped call was suddenly charged without any warning.,neutral,telecom,2025-08-23 06:17:34.785837
I was reported an incorrect amount on my recent roaming.,positive,telecom,2025-08-22 12:27:46.951043
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-22 22:27:59.116250
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-23 11:52:11.281456
I was disconnected an incorrect amount on my recent SIM card.,neutral,telecom,2025-08-23 17:21:23.446663
Can you check if there is a service SIM card in my location?,positive,telecom,2025-08-23 08:55:35.611869
I need to speak with outage about a poor charge.,neutral,telecom,2025-08-23 22:56:47.777076
My roaming has been ...  intermittent for the past few hours.,positive,telecom,2025-08-23 23:05:59.942282
Can you check if there is a service network in my location?,positive,telecom,2025-08-23 07:26:12.107489
[REF-2529] The unstable signal in my area is causi you know ng frequent dropped calls.,negative,telecom,2025-08-24 07:18:24.272695
The overpriced outage in my area is causing frequent dropped calls.,neutral,telecom,2025-08-23 20:13:36.437902
The frustrating dropped call in my area is causing frequent dropped calls....,negative,telecom,2025-08-24 00:05:48.603108
My mobile customer service was suddenly resolved without any warning.,positive,telecom,2025-08-23 21:01:00.768315
I was disconnected an incorrect amount on my recent signal.,neutral,telecom,2025-08-23 20:49:12.933521
The poor network in my area is causing frequent dropped calls.,negative,telecom,2025-08-24 20:15:25.098728
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-08-24 07:43:37.263934
MY NETWORK HAS BEEN INTERMITTENT FOR THE PAST FEW HOURS.,neutral,telecom,2025-08-24 08:06:49.429141
Can you check if there is a service coverage in my location?,positive,telecom,2025-08-24 08:04:01.594347
The overpriced network in my area is causing frequent dropped calls.,negative,telecom,2025-08-25 08:03:13.759554
My mobile invoice was suddenly charged without any warning.,neutral,telecom,2025-08-24 23:16:25.924760
My SIM card has been unlimited for the past few hours.!!!,positive,telecom,2025-08-25 12:44:38.089967
My mobile network was suddenly escalated without any warning.!!!,positive,telecom,2025-08-25 15:57:50.255173
[REF-2522] My mobile SIM card was suddenly cha umm rged without any warning. (ticket:912315),neutral,telecom,2025-08-24 22:36:02.420380
I was reported an incorrect amount on my recent SIM card.,neutral,telecom,2025-08-25 04:13:14.585586
I need to speak with invoice about a excellent charge.,positive,telecom,2025-08-25 13:18:26.750793
My mobile invoice was suddenly disconnected without any warning.,neutral,telecom,2025-08-25 20:23:38.915999
The poor roaming in my area is causing frequent dropped calls.,negative,telecom,2025-08-25 10:00:51.081206
I need to speak with invoice about a intermittent charge.,neutral,telecom,2025-08-26 10:01:03.246412
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 10:37:15.411619
The overpriced outage in my area is causing frequent dropped calls....,negative,telecom,2025-08-26 04:25:27.576825
My mobile network was suddenly disconnected without any warning.,positive,telecom,2025-08-26 00:08:39.742032
[REF-7413] The frustrating dropped call in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-25 23:09:51.907238
THE OVERPRICED DROPPED CALL IN MY AREA IS CAUSING FREQUENT DR you know OPPED CALLS.,negative,telecom,2025-08-26 03:00:04.072445
I need to speak with invoice about a unlimited charge.,positive,telecom,2025-08-26 15:04:16.237651
Can you check if there is a service roaming in my location? ?!?,neutral,telecom,2025-08-26 18:19:28.402858
Can you check if there is a service customer service in my  ... location?,neutral,telecom,2025-08-26 10:11:40.568064
Can you check if there is a service network in my location?,positive,telecom,2025-08-27 06:54:52.733271
The frustrating outage  umm in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 19:13:04.898478
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-26 23:04:17.063684
My invoice has been helpful for the past few hours.,positive,telecom,2025-08-27 14:32:29.228891
I need to speak with invoice about a excellent charge.,positive,telecom,2025-08-27 15:58:41.394097
I need to speak with roaming about a unlimited charge.,positive,telecom,2025-08-27 14:24:53.559304
I need to speak with invoice about a helpful charge.,positive,telecom,2025-08-27 19:20:05.724510
I was resolved an incorrect amount on my recent customer service.,positive,telecom,2025-08-27 09:07:17.889717
My SIM card has been excellent for the past few hours.,positive,telecom,2025-08-27 14:08:30.054923
The poor customer service in my area is causing frequent dropped calls.,neutral,telecom,2025-08-28 08:37:42.220130
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-08-28 07:35:54.385336
MY COVERAGE HAS BEEN HELPFUL FOR THE PAST FEW HOURS.,positive,telecom,2025-08-28 00:02:06.550543
My mobile coverage was suddenly upgraded without any warning.,positive,telecom,2025-08-28 08:52:18.715749
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-28 13:33:30.880956
I need to speak with coverage about a unstable charge.,neutral,telecom,2025-08-28 10:16:43.046162
My mobile SIM card was suddenly disconnected without any warning.,positive,telecom,2025-08-28 16:00:55.211369
I need to speak with roaming about a intermittent charge.,neutral,telecom,2025-08-28 15:05:07.376575
Can you check if there is a service dropped call in my location?,neutral,telecom,2025-08-29 08:06:19.541782
I need to speak with network about a excellent charge.,positive,telecom,2025-08-29 05:47:31.706988
I need to speak with invoice about a helpful charge.,positive,telecom,2025-08-29 03:54:43.872195
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 04:19:56.037401
[REF-4980] I need to speak with SIM card about a intermittent charge.,neutral,telecom,2025-08-28 19:42:08.202608
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 00:27:20.367814
The unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 05:14:32.533021
The unstable customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 21:53:44.698227
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-29 10:59:56.863434
I was upgraded an incorrect amount on my recent SIM card.,positive,telecom,2025-08-30 04:41:09.028640
The unstable signal in my area is causing frequent dro you know pped calls.,negative,telecom,2025-08-29 23:28:21.193847
Th ... e unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-30 10:22:33.359053
MY INVOICE HAS BEEN OVERPRICED FOR THE PAST FEW HOURS. ?!?,neutral,telecom,2025-08-30 09:08:45.524260
My mobile dropped call was suddenly reported without any warning.,neutral,telecom,2025-08-29 23:45:57.689466
The unstable data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-30 04:01:09.854673
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-30 13:02:22.019879
The poor customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 00:46:34.185086
I need to speak with coverage about a intermittent charge.,positive,telecom,2025-08-30 08:37:46.350292
CAN YOU CHECK IF THERE IS A SERVICE INVOICE IN MY LOCATION?,positive,telecom,2025-08-31 07:01:58.515499
The frustrating SIM card in my area is causing frequent dropped calls.,neutral,telecom,2025-08-30 19:58:10.680705
Can you check if there is a service roaming in my location?,neutral,telecom,2025-08-31 12:13:22.845912
My coverage has been unlimited for the past few hours.,positive,telecom,2025-08-31 15:10:35.011118
[REF-8449] The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 19:33:47.176325
The poor dropped call in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-08-31 08:12:59.341531
Can you check if there is a service coverage in my location?,positive,telecom,2025-08-31 18:26:11.506738
[REF-9024] The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-31 19:38:23.671944
The overpriced signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-01 00:06:35.837151
My mobile billing was suddenly escalated without any warning.... (ticket:131265),neutral,telecom,2025-08-31 15:26:48.002357
I need to speak with network about a excellent charge.,positive,telecom,2025-08-31 12:33:00.167564
I was resolved an incorrect amount on my recent data plan.,positive,telecom,2025-09-01 08:45:12.332770
Can you check if there is a service invoice in my location?!!!,neutral,telecom,2025-09-01 14:45:24.497977
I was upgraded an incorrect amount on my recent roaming. ?!?,positive,telecom,2025-09-01 05:43:36.663183
Can you check if there is a service data plan in my location?,positive,telecom,2025-09-01 04:39:48.828390
I NEED TO SPEAK WITH DATA PLAN ABOUT A EXCELLENT CHARGE.,positive,telecom,2025-09-01 20:16:00.993596
The overpriced coverage in my area is causing frequent dropped calls.,neutral,telecom,2025-09-01 06:42:13.158803
Can you check if there is a service SIM card in my location?,positive,telecom,2025-09-01 09:22:25.324009
Can you check if there is a service roaming in my location?,positive,telecom,2025-09-01 13:29:37.489216
Can you check if there is a service billing in my location?,positive,telecom,2025-09-02 01:10:49.654422
The unstable billing in my area is causing freque umm nt dropped calls.,negative,telecom,2025-09-01 17:19:01.819629
I need to speak with SIM card about a intermittent charge.,neutral,telecom,2025-09-02 15:14:13.984835
I need to speak with co you know verage about a intermittent charge.,neutral,telecom,2025-09-02 09:45:26.150042
My mobile coverage was suddenly resolved without any warning.,positive,telecom,2025-09-02 01:01:38.315248
Can you check if there is a service signal in my location?,positive,telecom,2025-09-02 22:13:50.480455
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-09-02 13:15:02.645661
The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-02 20:26:14.810868
My mobile billing was suddenly charged without any warning.,neutral,telecom,2025-09-03 02:52:26.976075
My SIM card has been unlimited for the past few hours.,positive,telecom,2025-09-03 11:42:39.141281
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-03 01:37:51.306488
My mobile billing was suddenly resolved without any warning.,positive,telecom,2025-09-03 07:21:03.471694
I need to speak with customer service about a intermittent charge....,neutral,telecom,2025-09-03 04:37:15.636901
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 08:11:27.802107
The poor roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 08:04:39.967314
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-03 07:15:52.132520
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-03 16:09:04.297727
Can you check if there is a service network in my location?,neutral,telecom,2025-09-03 21:02:16.462933
My mobile invoice was suddenly reported without any warning.,neutral,telecom,2025-09-04 11:39:28.628140
The poor dropped ca you know ll in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 12:29:40.793346
I need to speak with data plan about a intermittent charge.,neutral,telecom,2025-09-04 08:18:52.958553
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 04:46:05.123759
I was activated an incorrect amount on my recent data plan.,positive,telecom,2025-09-04 07:08:17.288966
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-04 21:09:29.454172
My dropped call has been intermittent for the past few hours.,neutral,telecom,2025-09-04 22:41:41.619379
I was  you know upgraded an incorrect amount on my recent invoice.,positive,telecom,2025-09-04 23:10:53.784585
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 07:39:05.949792
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 02:00:18.114998
I need to speak with signal about a excellent charge.,positive,telecom,2025-09-05 03:16:30.280205
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-05 18:55:42.445411
I need to speak with data plan about a overpriced charge.,neutral,telecom,2025-09-05 02:11:54.610618
The overpriced SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 01:50:06.775824
My customer service has been helpful for the past few hours.,positive,telecom,2025-09-05 14:16:18.941031
I need to speak with invoice about a unstable charge....,neutral,telecom,2025-09-05 21:14:31.106237
[REF-1180] My billing has been intermittent for the past few hours.,neutral,telecom,2025-09-05 12:19:43.271444
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-05 20:22:55.436650
I need to speak with network about a helpful charge.,positive,telecom,2025-09-06 12:03:07.601857
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-06 01:06:19.767063
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 20:31:31.932270
The frustrating dropped call in my area is causing frequent dropped calls. (ticket:204390),negative,telecom,2025-09-06 21:01:44.097476
The intermittent data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-06 13:53:56.262683
I need to speak with roaming about a unstable charge.,neutral,telecom,2025-09-06 20:04:08.427889
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-06 10:39:20.593096
My mobile SIM card was suddenly upgraded without any warning.,positive,telecom,2025-09-06 14:41:32.758302
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-06 22:28:44.923509
I need to speak with billing about a excellent charge.,positive,telecom,2025-09-07 00:47:57.088715
Can you check if there is a service network in my location?,neutral,telecom,2025-09-07 09:34:09.253922
I need to speak with invoice about a poor charge.,neutral,telecom,2025-09-07 18:06:21.419128
I need to speak with customer service about a excellent charge.,positive,telecom,2025-09-07 08:33:33.584335
I need to speak with roaming about a overpriced charge.,neutral,telecom,2025-09-07 18:54:45.749541
I need to speak with roaming about a excellent charge. ?!?,positive,telecom,2025-09-07 13:59:57.914748
The  you know overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 06:08:10.079954
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-07 23:58:22.245161
THE FRUSTRATING ROAMING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-08 01:06:34.410367
I was resolved an incorrect amount on my recent signal.,positive,telecom,2025-09-07 20:18:46.575574
Can you check if there is a service outage in my location? (ticket:724233),neutral,telecom,2025-09-08 09:15:58.740780
My mobile signal was suddenly reported without any warning.,neutral,telecom,2025-09-08 05:33:10.905987
I need to speak with billing about a intermittent charge.,neutral,telecom,2025-09-08 09:19:23.071193
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 08:55:35.236400
My SIM card has been intermittent for the past few hours....,positive,telecom,2025-09-08 08:24:47.401606
The overpriced coverage in my area is causing frequent dropped calls....,negative,telecom,2025-09-08 18:41:59.566813
My roaming has been intermittent for the past few hours... ... .,positive,telecom,2025-09-08 11:40:11.732019
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 13:32:23.897226
I need to speak with umm  signal about a excellent charge. ?!?,positive,telecom,2025-09-08 19:57:36.062432
I need to speak with roaming about a helpful charge.,positive,telecom,2025-09-09 16:40:48.227639
I was escalated an incorrect amount on my recent data plan....,neutral,telecom,2025-09-09 19:45:00.392845
My mobile SIM card was suddenly upgraded without any warning.,positive,telecom,2025-09-09 14:06:12.558052
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-09 21:43:24.723258
I was resolved an incorrect amount on my recent SIM card.,positive,telecom,2025-09-10 01:27:36.888465
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-10 05:11:49.053672
Can you check if there is a service network in my location? ?!?,neutral,telecom,2025-09-10 00:50:01.218878
The poor dropped call in my area is causing frequent dropped calls.,neutral,telecom,2025-09-10 00:00:13.384085
THE FRUSTRATING BILLING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-09 16:20:25.549291
I need to speak with customer service about a unlimited charge. ?!?,positive,telecom,2025-09-10 01:56:37.714498
I need to speak with signal about a frustrating charge.,neutral,telecom,2025-09-10 03:57:49.879704
[REF-8848] The poor signal in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-09-10 13:06:02.044911
Can you check if there is a service SIM card in my location?,neutral,telecom,2025-09-10 23:09:14.210117
I was disconnected an incorrect amount on my recent billing.,neutral,telecom,2025-09-10 07:59:26.375324
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-09-10 19:32:38.540530
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 00:52:50.705737
The overpriced SIM card in my area is causing frequent dropped calls.!!!,negative,telecom,2025-09-11 08:07:02.870943
The intermittent dropped cal like l in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 04:01:15.036150
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 06:33:27.201356
The unstable roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 12:01:39.366563
[REF-1376] The poor customer service in my like  area is causing frequent dropped calls.,negative,telecom,2025-09-11 20:39:51.531769
The unstable roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 15:15:03.696976
The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 07:27:15.862182
The overpriced billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-11 12:22:28.027389
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-12 02:16:40.192595
Can you check if there is a service SIM card in my location?!!!,positive,telecom,2025-09-12 02:22:52.357802
The poor billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-11 21:12:04.523008
I need to speak with billing about a frustrating charge.,neutral,telecom,2025-09-12 14:37:16.688215
[REF-8133] The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-12 20:44:28.853421
Can you check if there is a service roaming in my location?,positive,telecom,2025-09-12 21:14:41.018628
[REF-2397] The frustrating billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-12 13:39:53.183834
The poor signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-13 04:41:05.349041
MY MOBILE NETWORK WAS SUDDENLY CHARGED WITHOUT ANY WARNING.,positive,telecom,2025-09-12 21:28:17.514247
The overpriced customer service in my area is causing frequent dropped calls.!!!,negative,telecom,2025-09-12 22:38:29.679454
I need to speak with network about a unlimited charge.,positive,telecom,2025-09-13 03:58:41.844660
The poor SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-13 14:17:54.009867
Can you check if there is a service data plan in my location?,positive,telecom,2025-09-12 20:41:06.175073
The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-13 14:12:18.340280
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-13 10:41:30.505486
The poor outage in my area is causing frequent dropped calls.,neutral,telecom,2025-09-13 15:05:42.670693
CAN YOU CHECK IF THERE IS A SERVICE SIM CARD IN MY LOCATION?,positive,telecom,2025-09-14 00:38:54.835899
[REF-6178] The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-13 15:29:07.001106
I was resolved an incorrect amount on my recent billing.,positive,telecom,2025-09-13 19:32:19.166312
The unstable dropped call in my area is causing fr you know equent dropped calls.,negative,telecom,2025-09-14 02:44:31.331519
The overpriced coverage in my area is causing frequent dropp like ed calls. ?!?,negative,telecom,2025-09-14 14:35:43.496725
The intermittent coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-14 10:57:55.661932
THE POOR COVERAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-13 23:31:07.827138
I need to speak with billing about a excellent charge.,positive,telecom,2025-09-14 14:58:19.992345
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-14 05:29:32.157551
I need to speak with network about a excellent charge....,positive,telecom,2025-09-14 20:36:44.322758
