text,label,domain,timestamp,clean_text,tokens,joined_tokens
The poor network in my area is causing frequent dropped calls.,negative,telecom,2025-07-26 21:36:43.797101,The poor network in my area is causing frequent dropped calls.,"['poor', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",poor network area causing frequent dropped call
The intermittent data plan in my area is causing frequent dropped calls.,negative,telecom,2025-07-27 02:16:55.962307,The intermittent data plan in my area is causing frequent dropped calls.,"['intermittent', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent data plan area causing frequent dropped call
[REF-1305] The overpriced coverage in my area is causing frequent dropped calls.,negative,telecom,2025-07-27 12:01:08.127514,[REF-1305] The overpriced coverage in my area is causing frequent dropped calls.,"['ref-1305', 'overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-1305 overpriced coverage area causing frequent dropped call
My mobile coverage was suddenly restarted without any warning.,neutral,telecom,2025-07-27 10:40:20.292720,My mobile coverage was suddenly restarted without any warning.,"['mobile', 'coverage', 'suddenly', 'restarted', 'without', 'warning']",mobile coverage suddenly restarted without warning
My mobile invoice was suddenly escalated without any warning.,neutral,telecom,2025-07-27 09:40:32.457927,My mobile invoice was suddenly escalated without any warning.,"['mobile', 'invoice', 'suddenly', 'escalated', 'without', 'warning']",mobile invoice suddenly escalated without warning
I was escalated an  ... incorrect amount on my recent network.,positive,telecom,2025-07-27 21:45:44.623133,I was escalated an . incorrect amount on my recent network.,"['escalated', 'incorrect', 'amount', 'recent', 'network']",escalated incorrect amount recent network
The frustrating signal in my area is causing frequent dropped calls.,negative,telecom,2025-07-27 11:44:56.788340,The frustrating signal in my area is causing frequent dropped calls.,"['frustrating', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating signal area causing frequent dropped call
[REF-4459] The frustrating billing in my area is causing frequent dropped calls.,negative,telecom,2025-07-28 12:01:08.953546,[REF-4459] The frustrating billing in my area is causing frequent dropped calls.,"['ref-4459', 'frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-4459 frustrating billing area causing frequent dropped call
My SIM card has been frustrating for the past few hours.,neutral,telecom,2025-07-27 17:10:21.118753,My SIM card has been frustrating for the past few hours.,"['sim', 'card', 'frustrating', 'past', 'hour']",sim card frustrating past hour
I was reported an incorrect amount on my recent roaming.,positive,telecom,2025-07-28 09:28:33.283959,I was reported an incorrect amount on my recent roaming.,"['reported', 'incorrect', 'amount', 'recent', 'roaming']",reported incorrect amount recent roaming
THE OVERPRICED CUSTOMER SERVICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-07-28 15:24:45.449166,THE OVERPRICED CUSTOMER SERVICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['overpriced', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced customer service area causing frequent dropped call
My signal has been intermittent for the past few hours.,positive,telecom,2025-07-28 23:06:57.614372,My signal has been intermittent for the past few hours.,"['signal', 'intermittent', 'past', 'hour']",signal intermittent past hour
My mobile network was suddenly charge like d without any warning.,positive,telecom,2025-07-28 20:58:09.779579,My mobile network was suddenly charge like d without any warning.,"['mobile', 'network', 'suddenly', 'charge', 'like', 'without', 'warning']",mobile network suddenly charge like without warning
The frustrating roaming in my area is causing frequent dro umm pped calls. ?!?,negative,telecom,2025-07-29 01:06:21.944785,The frustrating roaming in my area is causing frequent dro umm pped calls. ?,"['frustrating', 'roaming', 'area', 'causing', 'frequent', 'dro', 'umm', 'pped', 'call']",frustrating roaming area causing frequent dro umm pped call
The frustrating billing in my area is causing frequent dropped calls.,negative,telecom,2025-07-29 01:34:34.109992,The frustrating billing in my area is causing frequent dropped calls.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call
My SIM card has been unlimited for the past few hours.,positive,telecom,2025-07-28 19:59:46.275198,My SIM card has been unlimited for the past few hours.,"['sim', 'card', 'unlimited', 'past', 'hour']",sim card unlimited past hour
The overpriced coverage in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-07-28 16:58:58.440405,The overpriced coverage in my area is causing frequent dropped calls. ?,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call
The po ... or network in my area is causing frequent dropped calls.,negative,telecom,2025-07-29 16:28:10.605611,The po . or network in my area is causing frequent dropped calls.,"['po', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",po network area causing frequent dropped call
The overpriced invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-29 00:03:22.770818,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call
[REF-3965] I WAS RESTARTED AN INCORRECT AMOUNT ON MY RECENT SIM CARD.,neutral,telecom,2025-07-29 21:46:34.936024,[REF-3965] I WAS RESTARTED AN INCORRECT AMOUNT ON MY RECENT SIM CARD.,"['ref-3965', 'restarted', 'incorrect', 'amount', 'recent', 'sim', 'card']",ref-3965 restarted incorrect amount recent sim card
I need to speak with signal about a excellent charge.,positive,telecom,2025-07-29 23:58:47.101231,I need to speak with signal about a excellent charge.,"['need', 'speak', 'signal', 'excellent', 'charge']",need speak signal excellent charge
I was resolved an incorrect amount on my recent customer service.,positive,telecom,2025-07-29 05:03:59.266437,I was resolved an incorrect amount on my recent customer service.,"['resolved', 'incorrect', 'amount', 'recent', 'customer', 'service']",resolved incorrect amount recent customer service
THE UNSTABLE SIM CARD IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,neutral,telecom,2025-07-30 01:14:11.431644,THE UNSTABLE SIM CARD IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['unstable', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable sim card area causing frequent dropped call
The poor outage in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-07-29 09:57:23.596850,The poor outage in my area is causing frequent dropped calls. ?,"['poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor outage area causing frequent dropped call
My roaming has been unlimited for the past few hours.,positive,telecom,2025-07-30 04:23:35.762057,My roaming has been unlimited for the past few hours.,"['roaming', 'unlimited', 'past', 'hour']",roaming unlimited past hour
The overpriced customer service in my area is causing frequent dropped calls.,negative,telecom,2025-07-29 23:05:47.927263,The overpriced customer service in my area is causing frequent dropped calls.,"['overpriced', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced customer service area causing frequent dropped call
My billing has been unlimited for the past few hours.,positive,telecom,2025-07-30 13:14:00.092470,My billing has been unlimited for the past few hours.,"['billing', 'unlimited', 'past', 'hour']",billing unlimited past hour
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-07-29 22:16:12.257677,The unstable data plan in my area is causing frequent dropped calls.,"['unstable', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable data plan area causing frequent dropped call
My mobile roaming was suddenly reported without any warning.,positive,telecom,2025-07-30 06:33:24.422883,My mobile roaming was suddenly reported without any warning.,"['mobile', 'roaming', 'suddenly', 'reported', 'without', 'warning']",mobile roaming suddenly reported without warning
I need to speak with SIM card about a unlimited  ... charge.,positive,telecom,2025-07-30 21:09:36.588090,I need to speak with SIM card about a unlimited . charge.,"['need', 'speak', 'sim', 'card', 'unlimited', 'charge']",need speak sim card unlimited charge
The overpriced invoice in my area is causing frequent dropped calls....,negative,telecom,2025-07-31 01:06:48.753296,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call
Can you check if  ... there is a service SIM card in my location?,positive,telecom,2025-07-31 01:42:00.918503,Can you check if . there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location
The overpriced signal in my area is causing frequent dropped calls.,negative,telecom,2025-07-30 18:59:13.083709,The overpriced signal in my area is causing frequent dropped calls.,"['overpriced', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced signal area causing frequent dropped call
The frustrating customer service in my area is causing frequent dropped calls.,negative,telecom,2025-07-30 15:50:25.248916,The frustrating customer service in my area is causing frequent dropped calls.,"['frustrating', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating customer service area causing frequent dropped call
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-31 01:22:37.414122,The unstable outage in my area is causing frequent dropped calls.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call
The frustrating signal in my area is causing f umm requent dropped calls.,negative,telecom,2025-07-31 01:03:49.579329,The frustrating signal in my area is causing f umm requent dropped calls.,"['frustrating', 'signal', 'area', 'causing', 'f', 'umm', 'requent', 'dropped', 'call']",frustrating signal area causing f umm requent dropped call
My coverage has been excellent for the past few hours.,positive,telecom,2025-07-31 16:46:01.744535,My coverage has been excellent for the past few hours.,"['coverage', 'excellent', 'past', 'hour']",coverage excellent past hour
I NEED TO SPEAK WITH INVOICE ABOUT A INTERMITTENT CHARGE.,positive,telecom,2025-07-31 13:47:13.909742,I NEED TO SPEAK WITH INVOICE ABOUT A INTERMITTENT CHARGE.,"['need', 'speak', 'invoice', 'intermittent', 'charge']",need speak invoice intermittent charge
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-07-31 07:37:26.074948,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call
The overpriced roaming in my area is causing frequent dropped calls.,negative,telecom,2025-08-01 01:40:38.240155,The overpriced roaming in my area is causing frequent dropped calls.,"['overpriced', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced roaming area causing frequent dropped call
I need to speak with SIM card about a unlimited charge.,positive,telecom,2025-08-01 07:17:50.405361,I need to speak with SIM card about a unlimited charge.,"['need', 'speak', 'sim', 'card', 'unlimited', 'charge']",need speak sim card unlimited charge
My SIM card has been intermittent for the past few hours.,positive,telecom,2025-07-31 22:15:02.570568,My SIM card has been intermittent for the past few hours.,"['sim', 'card', 'intermittent', 'past', 'hour']",sim card intermittent past hour
The overpriced network in my area is causing frequent dropped calls.,negative,telecom,2025-08-01 10:46:14.735774,The overpriced network in my area is causing frequent dropped calls.,"['overpriced', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced network area causing frequent dropped call
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-08-01 09:47:26.900981,The unstable network in my area is causing frequent dropped calls.,"['unstable', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable network area causing frequent dropped call
[REF-8393] The intermitten umm t invoice in my area is causing frequent dropped calls.,negative,telecom,2025-07-31 22:04:39.066187,[REF-8393] The intermitten umm t invoice in my area is causing frequent dropped calls.,"['ref-8393', 'intermitten', 'umm', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-8393 intermitten umm invoice area causing frequent dropped call
My mobile signal was suddenly activated without any warning.,positive,telecom,2025-08-01 15:27:51.231394,My mobile signal was suddenly activated without any warning.,"['mobile', 'signal', 'suddenly', 'activated', 'without', 'warning']",mobile signal suddenly activated without warning
[REF-3845] The unstable billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-01 20:15:03.396600,[REF-3845] The unstable billing in my area is causing frequent dropped calls.,"['ref-3845', 'unstable', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-3845 unstable billing area causing frequent dropped call
The frustrating billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-01 19:40:15.561807,The frustrating billing in my area is causing frequent dropped calls.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call
My mobile invoice was suddenly reported without any warning.!!!,neutral,telecom,2025-08-01 12:28:27.727013,My mobile invoice was suddenly reported without any warning!,"['mobile', 'invoice', 'suddenly', 'reported', 'without', 'warning']",mobile invoice suddenly reported without warning
The frustrating customer service in my area is causing frequent dropped calls.,negative,telecom,2025-08-01 17:29:39.892220,The frustrating customer service in my area is causing frequent dropped calls.,"['frustrating', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating customer service area causing frequent dropped call
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-02 00:17:52.057426,The unstable outage in my area is causing frequent dropped calls.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call
The overpriced billing in my area is causing frequent dropped calls.,neutral,telecom,2025-08-01 22:58:04.222633,The overpriced billing in my area is causing frequent dropped calls.,"['overpriced', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced billing area causing frequent dropped call
My invoice has been frustrating for the past few hours.,neutral,telecom,2025-08-02 03:59:16.387839,My invoice has been frustrating for the past few hours.,"['invoice', 'frustrating', 'past', 'hour']",invoice frustrating past hour
My customer service has been helpful for the past few hours.,positive,telecom,2025-08-02 01:44:28.553046,My customer service has been helpful for the past few hours.,"['customer', 'service', 'helpful', 'past', 'hour']",customer service helpful past hour
My mobile invoice was suddenly resolved without any warning.,positive,telecom,2025-08-01 22:50:40.718252,My mobile invoice was suddenly resolved without any warning.,"['mobile', 'invoice', 'suddenly', 'resolved', 'without', 'warning']",mobile invoice suddenly resolved without warning
[REF-1071] The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-02 06:10:52.883459,[REF-1071] The frustrating SIM card in my area is causing frequent dropped calls.,"['ref-1071', 'frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-1071 frustrating sim card area causing frequent dropped call
Can you check if there is a service coverage in my location?,positive,telecom,2025-08-02 22:34:05.048665,Can you check if there is a service coverage in my location?,"['check', 'service', 'coverage', 'location']",check service coverage location
The poor outage in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-02 12:20:17.213872,The poor outage in my area is causing frequent dropped calls!,"['poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor outage area causing frequent dropped call
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-03 05:47:29.379078,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-03 07:50:41.544285,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call
My mobile network was suddenly disconnected without any warning.,neutral,telecom,2025-08-02 22:43:53.709491,My mobile network was suddenly disconnected without any warning.,"['mobile', 'network', 'suddenly', 'disconnected', 'without', 'warning']",mobile network suddenly disconnected without warning
My mobile coverage was suddenly escalated without any warning. ?!?,neutral,telecom,2025-08-03 15:21:05.874698,My mobile coverage was suddenly escalated without any warning. ?,"['mobile', 'coverage', 'suddenly', 'escalated', 'without', 'warning']",mobile coverage suddenly escalated without warning
My mobile roaming was suddenly resolved without any warning.,positive,telecom,2025-08-03 10:39:18.039904,My mobile roaming was suddenly resolved without any warning.,"['mobile', 'roaming', 'suddenly', 'resolved', 'without', 'warning']",mobile roaming suddenly resolved without warning
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-03 10:39:30.205111,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-03 20:14:42.370317,The poor coverage in my area is causing frequent dropped calls.,"['poor', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor coverage area causing frequent dropped call
I was restarted an incorrect amount on my recent roaming.,neutral,telecom,2025-08-03 04:25:54.535524,I was restarted an incorrect amount on my recent roaming.,"['restarted', 'incorrect', 'amount', 'recent', 'roaming']",restarted incorrect amount recent roaming
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-03 07:59:06.700730,The unstable outage in my area is causing frequent dropped calls.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call
I need to speak with coverage about a unlimited charge.,positive,telecom,2025-08-04 01:33:18.865937,I need to speak with coverage about a unlimited charge.,"['need', 'speak', 'coverage', 'unlimited', 'charge']",need speak coverage unlimited charge
My mobile network was suddenly activated without any warning.,positive,telecom,2025-08-03 20:43:31.031143,My mobile network was suddenly activated without any warning.,"['mobile', 'network', 'suddenly', 'activated', 'without', 'warning']",mobile network suddenly activated without warning
My mobile customer service was suddenly activated without any warning.,positive,telecom,2025-08-03 15:43:43.196350,My mobile customer service was suddenly activated without any warning.,"['mobile', 'customer', 'service', 'suddenly', 'activated', 'without', 'warning']",mobile customer service suddenly activated without warning
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-04 16:37:55.361556,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call
My billing has been u ... nstable for the past few hours.,neutral,telecom,2025-08-04 04:38:07.526763,My billing has been u . nstable for the past few hours.,"['billing', 'u', 'nstable', 'past', 'hour']",billing u nstable past hour
My mobile SIM card was suddenly activated without any warning.,positive,telecom,2025-08-04 07:16:19.691969,My mobile SIM card was suddenly activated without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'activated', 'without', 'warning']",mobile sim card suddenly activated without warning
My mobile customer service was suddenly upgraded without any warning.,positive,telecom,2025-08-04 02:04:31.857176,My mobile customer service was suddenly upgraded without any warning.,"['mobile', 'customer', 'service', 'suddenly', 'upgraded', 'without', 'warning']",mobile customer service suddenly upgraded without warning
I was resolved an incorrect amount on my recent signal.,positive,telecom,2025-08-04 10:59:44.022382,I was resolved an incorrect amount on my recent signal.,"['resolved', 'incorrect', 'amount', 'recent', 'signal']",resolved incorrect amount recent signal
I NEED TO SPEAK WITH INVOICE ABOUT A OVERPRICED CHARGE umm .!!!,neutral,telecom,2025-08-04 09:07:56.187589,I NEED TO SPEAK WITH INVOICE ABOUT A OVERPRICED CHARGE umm !,"['need', 'speak', 'invoice', 'overpriced', 'charge', 'umm']",need speak invoice overpriced charge umm
The overpriced invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-05 05:55:08.352795,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call
Can you check if there is a service customer service in my location?,positive,telecom,2025-08-04 15:31:20.518002,Can you check if there is a service customer service in my location?,"['check', 'service', 'customer', 'service', 'location']",check service customer service location
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-05 13:06:32.683208,The unstable outage in my area is causing frequent dropped calls.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call
THE UNSTABLE OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-04 20:22:44.848415,THE UNSTABLE OUTAGE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call
My mobile signal was suddenly escalated without any warning.,positive,telecom,2025-08-05 03:27:57.013621,My mobile signal was suddenly escalated without any warning.,"['mobile', 'signal', 'suddenly', 'escalated', 'without', 'warning']",mobile signal suddenly escalated without warning
My coverage has been unlimited for the past few hours.,positive,telecom,2025-08-05 17:58:09.178828,My coverage has been unlimited for the past few hours.,"['coverage', 'unlimited', 'past', 'hour']",coverage unlimited past hour
THE INTERMITTENT DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-05 15:36:21.344034,THE INTERMITTENT DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call
My mobile billing was suddenly upgraded without any warning.,positive,telecom,2025-08-06 02:38:33.509241,My mobile billing was suddenly upgraded without any warning.,"['mobile', 'billing', 'suddenly', 'upgraded', 'without', 'warning']",mobile billing suddenly upgraded without warning
My mobile dropped call was suddenly restarted without any warning.,neutral,telecom,2025-08-06 05:57:45.674447,My mobile dropped call was suddenly restarted without any warning.,"['mobile', 'dropped', 'call', 'suddenly', 'restarted', 'without', 'warning']",mobile dropped call suddenly restarted without warning
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-06 03:08:57.839654,The poor billing in my area is causing frequent dropped calls.,"['poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",poor billing area causing frequent dropped call
I NEED TO SPEAK WITH DATA PLAN ABOUT A FRUSTRATING CHARGE.,neutral,telecom,2025-08-05 16:23:10.004860,I NEED TO SPEAK WITH DATA PLAN ABOUT A FRUSTRATING CHARGE.,"['need', 'speak', 'data', 'plan', 'frustrating', 'charge']",need speak data plan frustrating charge
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-05 17:44:22.170067,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call
Can you check if there is a service network in my location?!!!,positive,telecom,2025-08-06 05:44:34.335274,Can you check if there is a service network in my location!,"['check', 'service', 'network', 'location']",check service network location
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-08-06 08:22:46.500480,The unstable network in my area is causing frequent dropped calls.,"['unstable', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable network area causing frequent dropped call
The fru umm strating dropped call in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-06 05:28:58.665687,The fru umm strating dropped call in my area is causing frequent dropped calls!,"['fru', 'umm', 'strating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",fru umm strating dropped call area causing frequent dropped call
My mobile invoice was suddenly activated without any warning.,positive,telecom,2025-08-06 20:02:10.830893,My mobile invoice was suddenly activated without any warning.,"['mobile', 'invoice', 'suddenly', 'activated', 'without', 'warning']",mobile invoice suddenly activated without warning
THE OVERPRICED INVOICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-06 05:55:22.996100,THE OVERPRICED INVOICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call
[REF-2085] My coverage has been overpriced for the past few hours.,neutral,telecom,2025-08-06 21:14:35.161306,[REF-2085] My coverage has been overpriced for the past few hours.,"['ref-2085', 'coverage', 'overpriced', 'past', 'hour']",ref-2085 coverage overpriced past hour
The intermittent billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-07 09:00:47.326513,The intermittent billing in my area is causing frequent dropped calls.,"['intermittent', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent billing area causing frequent dropped call
I was disconnected an incorrect amount you know  on my recent dropped call.,neutral,telecom,2025-08-07 02:55:59.491719,I was disconnected an incorrect amount you know on my recent dropped call.,"['disconnected', 'incorrect', 'amount', 'know', 'recent', 'dropped', 'call']",disconnected incorrect amount know recent dropped call
The poor customer service in my area is causing frequent dropped calls.,neutral,telecom,2025-08-07 03:05:11.656926,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call
I need to speak with roaming about a excellent charge.,positive,telecom,2025-08-07 15:37:23.822132,I need to speak with roaming about a excellent charge.,"['need', 'speak', 'roaming', 'excellent', 'charge']",need speak roaming excellent charge
My network has been excellent for the past few hours.,positive,telecom,2025-08-07 14:59:35.987339,My network has been excellent for the past few hours.,"['network', 'excellent', 'past', 'hour']",network excellent past hour
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-08-07 16:02:48.152545,My mobile signal was suddenly resolved without any warning.,"['mobile', 'signal', 'suddenly', 'resolved', 'without', 'warning']",mobile signal suddenly resolved without warning
My network has been helpful for the past few hours.,positive,telecom,2025-08-07 12:40:00.317752,My network has been helpful for the past few hours.,"['network', 'helpful', 'past', 'hour']",network helpful past hour
My network has been excellent for the past few hours.,positive,telecom,2025-08-07 07:49:12.482958,My network has been excellent for the past few hours.,"['network', 'excellent', 'past', 'hour']",network excellent past hour
My mobile coverage was suddenly throttled without any warning.,neutral,telecom,2025-08-07 19:53:24.648165,My mobile coverage was suddenly throttled without any warning.,"['mobile', 'coverage', 'suddenly', 'throttled', 'without', 'warning']",mobile coverage suddenly throttled without warning
I need to speak with roaming about a overpriced charge.,neutral,telecom,2025-08-08 03:34:36.813371,I need to speak with roaming about a overpriced charge.,"['need', 'speak', 'roaming', 'overpriced', 'charge']",need speak roaming overpriced charge
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 10:10:48.978578,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call
MY MOBILE ROAMING WAS SUDDENLY CHARGED WITHOUT ANY WARNING.,neutral,telecom,2025-08-08 01:14:01.143784,MY MOBILE ROAMING WAS SUDDENLY CHARGED WITHOUT ANY WARNING.,"['mobile', 'roaming', 'suddenly', 'charged', 'without', 'warning']",mobile roaming suddenly charged without warning
I need to speak with billing about a poor charge.,neutral,telecom,2025-08-08 05:48:13.308991,I need to speak with billing about a poor charge.,"['need', 'speak', 'billing', 'poor', 'charge']",need speak billing poor charge
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 00:29:25.474197,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call
I need to speak with invoice about a intermittent charge.,positive,telecom,2025-08-08 11:57:37.639404,I need to speak with invoice about a intermittent charge.,"['need', 'speak', 'invoice', 'intermittent', 'charge']",need speak invoice intermittent charge
The unstable billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 04:10:49.804610,The unstable billing in my area is causing frequent dropped calls.,"['unstable', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable billing area causing frequent dropped call
The poor roaming in my area  you know is causing frequent dropped calls.,negative,telecom,2025-08-08 15:49:01.969817,The poor roaming in my area you know is causing frequent dropped calls.,"['poor', 'roaming', 'area', 'know', 'causing', 'frequent', 'dropped', 'call']",poor roaming area know causing frequent dropped call
I need to speak with signal about a unlimited charge.,positive,telecom,2025-08-09 07:04:14.135023,I need to speak with signal about a unlimited charge.,"['need', 'speak', 'signal', 'unlimited', 'charge']",need speak signal unlimited charge
I need to speak with signal about a intermittent charge.,neutral,telecom,2025-08-09 01:08:26.300230,I need to speak with signal about a intermittent charge.,"['need', 'speak', 'signal', 'intermittent', 'charge']",need speak signal intermittent charge
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 16:58:38.465436,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call
The unstable SIM ca umm rd in my area is causing frequent dropped calls.,negative,telecom,2025-08-09 00:52:50.630643,The unstable SIM ca umm rd in my area is causing frequent dropped calls.,"['unstable', 'sim', 'ca', 'umm', 'rd', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable sim ca umm rd area causing frequent dropped call
